Id,Runs,Boundaries,Six,Fifty,Hundred,Duck,Batting_Points,Wickets,4W_Haul,5W_Haul,Maidens,Bowling_Points,Total Points
381_BW Hilfenhaus,0,0,0,0,0,0,0,2,0,0,0,50,50
381_YK Pathan,1,0,0,0,0,0,1,0,0,0,0,0,1
381_MS Dhoni,14,2,0,0,0,0,16,0,0,0,0,0,16
381_JH Kallis,69,8,1,1,0,0,87,1,0,0,0,25,112
381_G Gambhir,2,0,0,0,0,0,2,0,0,0,0,0,2
381_JA Morkel,0,0,0,0,0,0,0,1,0,0,0,25,25
381_SP Narine,0,0,0,0,0,0,0,0,0,0,0,0,0
382_AD Russell,4,0,0,0,0,0,4,0,0,0,0,0,4
382_LR Shukla,0,0,0,0,0,0,0,0,0,0,0,0,0
382_R Bhatia,0,0,0,0,0,0,0,2,0,0,0,50,50
382_UBT Chand,0,0,0,0,0,1,-2,0,0,0,0,0,-2
382_MC Juneja,8,1,0,0,0,0,9,0,0,0,0,0,9
382_YK Pathan,18,1,1,0,0,0,21,0,0,0,0,0,21
382_G Gambhir,41,6,1,0,0,0,49,0,0,0,0,0,49
382_J Botha,7,1,0,0,0,0,8,1,0,0,0,25,33
382_UT Yadav,0,0,0,0,0,0,0,0,0,0,0,0,0
382_S Nadeem,4,0,0,0,0,0,4,2,0,0,0,50,54
382_JH Kallis,23,5,0,0,0,0,28,0,0,0,0,0,28
382_A Nehra,0,0,0,0,0,1,-2,1,0,0,0,25,23
382_MS Bisla,4,1,0,0,0,0,5,0,0,0,0,0,5
382_B Lee,0,0,0,0,0,0,0,2,0,0,0,50,50
382_EJG Morgan,14,1,0,0,0,0,15,0,0,0,0,0,15
382_DPMD Jayawardene,66,9,1,1,0,0,85,0,0,0,0,0,85
382_DA Warner,21,4,0,0,0,0,25,0,0,0,0,0,25
382_NV Ojha,9,1,0,0,0,0,10,0,0,0,0,0,10
382_L Balaji,0,0,0,0,0,0,0,1,0,0,0,25,25
382_MK Tiwary,23,2,0,0,0,0,25,0,0,0,0,0,25
382_SP Narine,0,0,0,0,0,0,0,4,1,0,0,108,108
382_IK Pathan,4,0,0,0,0,0,4,0,0,0,1,8,12
383_MG Johnson,0,0,0,0,0,0,0,1,0,0,0,25,25
383_KA Pollard,5,1,0,0,0,0,6,0,0,0,0,0,6
383_M Kartik,0,0,0,0,0,0,0,1,0,0,0,25,25
383_MM Patel,0,0,0,0,0,0,0,0,0,0,0,0,0
383_M Muralitharan,0,0,0,0,0,0,0,0,0,0,0,0,0
383_JD Unadkat,0,0,0,0,0,0,0,0,0,0,0,0,0
383_TM Dilshan,0,0,0,0,0,1,-2,0,0,0,0,0,-2
383_V Kohli,24,5,1,0,0,0,31,0,0,0,0,0,31
383_MA Agarwal,1,0,0,0,0,0,1,0,0,0,0,0,1
383_KD Karthik,60,7,4,1,0,0,83,0,0,0,0,0,83
383_RT Ponting,28,2,1,0,0,0,32,0,0,0,0,0,32
383_AT Rayudu,18,1,0,0,0,0,19,0,0,0,0,0,19
383_CH Gayle,92,16,5,1,0,0,126,0,0,0,0,0,126
383_JDP Oram,0,0,0,0,0,0,0,0,0,0,0,0,0
383_DT Christian,4,0,0,0,0,0,4,0,0,0,0,0,4
383_JJ Bumrah,0,0,0,0,0,0,0,3,0,0,0,75,75
383_Harbhajan Singh,1,0,0,0,0,0,1,1,0,0,0,25,26
383_RG Sharma,11,1,0,0,0,0,12,0,0,0,0,0,12
383_KK Nair,0,0,0,0,0,1,-2,0,0,0,0,0,-2
383_KB Arun Karthik,19,3,0,0,0,0,22,0,0,0,0,0,22
383_SR Tendulkar,23,4,0,0,0,0,27,0,0,0,0,0,27
383_R Vinay Kumar,0,0,0,0,0,0,0,3,0,0,0,75,75
384_GH Vihari,11,1,0,0,0,0,12,0,0,0,0,0,12
384_A Mishra,0,0,0,0,0,0,0,3,0,0,0,75,75
384_MR Marsh,7,1,1,0,0,0,10,0,0,0,0,0,10
384_R Sharma,0,0,0,0,0,1,-2,1,0,0,0,25,23
384_CL White,10,0,0,0,0,0,10,0,0,0,0,0,10
384_Yuvraj Singh,2,0,0,0,0,0,2,1,0,0,0,25,27
384_DB Ravi Teja,4,0,0,0,0,0,4,0,0,0,0,0,4
384_MK Pandey,15,0,0,0,0,0,15,0,0,0,0,0,15
384_B Kumar,3,0,0,0,0,0,3,1,0,0,0,25,28
384_PA Patel,19,3,0,0,0,0,22,0,0,0,0,0,22
384_AD Mathews,8,1,0,0,0,0,9,0,0,0,0,0,9
384_MN Samuels,5,1,0,0,0,0,6,1,0,0,0,25,31
384_AB Dinda,0,0,0,0,0,1,-2,2,0,0,0,50,48
384_RV Uthappa,24,3,1,0,0,0,29,0,0,0,0,0,29
384_A Ashish Reddy,7,1,0,0,0,0,8,1,0,0,0,25,33
384_PA Reddy,27,2,0,0,0,0,29,0,0,0,0,0,29
384_I Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0
384_AM Nayar,19,2,0,0,0,0,21,0,0,0,0,0,21
384_NLTC Perera,30,4,1,0,0,0,36,2,0,0,0,50,86
384_DW Steyn,0,0,0,0,0,0,0,3,0,0,0,75,75
384_KC Sangakkara,15,2,0,0,0,0,17,0,0,0,0,0,17
384_LRPL Taylor,19,0,0,0,0,0,19,0,0,0,0,0,19
385_BJ Hodge,5,0,0,0,0,0,5,0,0,0,0,0,5
385_AD Russell,7,0,0,0,0,0,7,0,0,0,0,0,7
385_AL Menaria,1,0,0,0,0,0,1,0,0,0,0,0,1
385_UBT Chand,23,3,1,0,0,0,28,0,0,0,0,0,28
385_S Sreesanth,0,0,0,0,0,0,0,1,0,0,0,25,25
385_MC Juneja,20,2,1,0,0,0,24,0,0,0,0,0,24
385_SK Trivedi,0,0,0,0,0,0,0,0,0,0,0,0,0
385_J Botha,2,0,0,0,0,0,2,0,0,0,0,0,2
385_UT Yadav,0,0,0,0,0,0,0,4,1,0,0,108,108
385_STR Binny,40,5,3,0,0,0,51,0,0,0,0,0,51
385_S Nadeem,0,0,0,0,0,0,0,1,0,0,0,25,25
385_A Nehra,0,0,0,0,0,0,0,2,0,0,0,50,50
385_R Dravid,65,8,2,1,0,0,85,0,0,0,0,0,85
385_MDKJ Perera,14,3,0,0,0,0,17,0,0,0,0,0,17
385_DPMD Jayawardene,19,1,0,0,0,0,20,0,0,0,0,0,20
385_DA Warner,77,10,1,1,0,0,97,0,0,0,0,0,97
385_NV Ojha,0,0,0,0,0,1,-2,0,0,0,0,0,-2
385_AM Rahane,28,3,0,0,0,0,31,0,0,0,0,0,31
385_R Shukla,1,0,0,0,0,0,1,1,0,0,0,25,26
385_KK Cooper,2,0,0,0,0,0,2,3,0,0,0,75,77
385_S Badree,0,0,0,0,0,0,0,0,0,0,0,0,0
385_IK Pathan,1,0,0,0,0,0,1,0,0,0,0,0,1
386_MG Johnson,0,0,0,0,0,0,0,1,0,0,0,25,25
386_R Ashwin,2,0,0,0,0,0,2,1,0,0,0,25,27
386_AS Rajpoot,2,0,0,0,0,0,2,1,0,0,0,25,27
386_KA Pollard,57,9,5,1,0,0,84,1,0,0,0,25,109
386_MM Patel,0,0,0,0,0,0,0,3,0,0,0,75,75
386_PP Ojha,0,0,0,0,0,0,0,2,0,0,0,50,50
386_DR Smith,3,0,0,0,0,0,3,0,0,0,0,0,3
386_MS Dhoni,51,8,3,1,0,0,73,0,0,0,0,0,73
386_DJ Bravo,10,0,0,0,0,0,10,2,0,0,0,50,60
386_M Vijay,5,0,0,0,0,0,5,0,0,0,0,0,5
386_MEK Hussey,20,3,0,0,0,0,23,0,0,0,0,0,23
386_KD Karthik,37,5,1,0,0,0,44,0,0,0,0,0,44
386_S Badrinath,16,1,0,0,0,0,17,0,0,0,0,0,17
386_RT Ponting,6,0,0,0,0,0,6,0,0,0,0,0,6
386_AT Rayudu,7,0,0,0,0,0,7,0,0,0,0,0,7
386_SK Raina,10,1,0,0,0,0,11,0,0,0,0,0,11
386_DP Nannes,0,0,0,0,0,0,0,1,0,0,0,25,25
386_RA Jadeja,16,2,1,0,0,0,20,0,0,0,0,0,20
386_Harbhajan Singh,21,2,1,0,0,0,25,2,0,0,0,50,75
386_RG Sharma,8,1,0,0,0,0,9,0,0,0,0,0,9
386_SR Tendulkar,0,0,0,0,0,1,-2,0,0,0,0,0,-2
386_B Laughlin,0,0,0,0,0,1,-2,1,0,0,0,25,23
387_AM Nayar,25,3,0,0,0,0,28,0,0,0,0,0,28
387_M Vohra,43,7,0,0,0,0,50,0,0,0,0,0,50
387_RJ Harris,0,0,0,0,0,0,0,1,0,0,0,25,25
387_AD Mathews,4,1,0,0,0,0,5,1,0,0,0,25,30
387_P Awana,0,0,0,0,0,0,0,1,0,0,0,25,25
387_Azhar Mahmood,0,0,0,0,0,0,0,2,0,0,0,50,50
387_Mandeep Singh,31,4,0,0,0,0,35,0,0,0,0,0,35
387_MN Samuels,3,0,0,0,0,0,3,0,0,0,0,0,3
387_P Kumar,0,0,0,0,0,0,0,2,0,0,0,50,50
387_AB Dinda,0,0,0,0,0,0,0,0,0,0,0,0,0
387_RV Uthappa,19,2,0,0,0,0,21,0,0,0,0,0,21
387_LRPL Taylor,15,1,0,0,0,0,16,0,0,0,0,0,16
387_AC Gilchrist,15,3,1,0,0,0,20,0,0,0,0,0,20
387_MK Pandey,0,0,0,0,0,1,-2,0,0,0,0,0,-2
387_PP Chawla,0,0,0,0,0,0,0,1,0,0,0,25,25
387_MR Marsh,15,2,1,0,0,0,19,0,0,0,0,0,19
387_B Kumar,8,1,0,0,0,0,9,0,0,0,0,0,9
387_R Sharma,1,0,0,0,0,0,1,1,0,0,0,25,26
387_DJ Hussey,8,1,0,0,0,0,9,0,0,0,0,0,9
387_TL Suman,6,1,0,0,0,0,7,0,0,0,0,0,7
388_GH Vihari,44,2,0,0,0,0,46,1,0,0,0,25,71
388_A Mishra,0,0,0,0,0,0,0,1,0,0,0,25,25
388_M Kartik,2,0,0,0,0,0,2,0,0,0,0,0,2
388_M Muralitharan,0,0,0,0,0,0,0,1,0,0,0,25,25
388_JD Unadkat,1,0,0,0,0,0,1,2,0,0,0,50,51
388_CL White,22,3,2,0,0,0,29,0,0,0,0,0,29
388_TM Dilshan,5,0,0,0,0,0,5,0,0,0,0,0,5
388_V Kohli,51,7,1,1,0,0,68,0,0,0,0,0,68
388_MA Agarwal,7,0,0,0,0,0,7,0,0,0,0,0,7
388_PA Patel,2,0,0,0,0,0,2,0,0,0,0,0,2
388_CH Gayle,11,1,1,0,0,0,14,0,0,0,0,0,14
388_A Ashish Reddy,14,1,1,0,0,0,17,1,0,0,0,25,42
388_PA Reddy,23,2,0,0,0,0,25,0,0,0,0,0,25
388_Ankit Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0
388_I Sharma,0,0,0,0,0,0,0,3,0,0,0,75,75
388_NLTC Perera,9,1,0,0,0,0,10,1,0,0,0,25,35
388_DW Steyn,3,0,0,0,0,0,3,1,0,0,0,25,28
388_MC Henriques,44,5,0,0,0,0,49,2,0,0,0,50,99
388_KC Sangakkara,16,1,0,0,0,0,17,0,0,0,0,0,17
388_KK Nair,9,0,0,0,0,0,9,0,0,0,0,0,9
388_KB Arun Karthik,0,0,0,0,0,1,-2,0,0,0,0,0,-2
388_R Vinay Kumar,7,1,0,0,0,0,8,1,0,0,0,25,33
389_BJ Hodge,46,7,0,0,0,0,53,0,0,0,0,0,53
389_LR Shukla,2,0,0,0,0,0,2,1,0,0,0,25,27
389_R Bhatia,12,2,0,0,0,0,14,1,0,0,0,25,39
389_S Sreesanth,1,0,0,0,0,0,1,1,0,0,0,25,26
389_DH Yagnik,16,2,1,0,0,0,20,0,0,0,0,0,20
389_YK Pathan,0,0,0,0,0,1,-2,0,0,0,0,0,-2
389_G Gambhir,22,2,1,0,0,0,26,0,0,0,0,0,26
389_SK Trivedi,0,0,0,0,0,0,0,3,0,0,0,75,75
389_SW Tait,0,0,0,0,0,0,0,1,0,0,0,25,25
389_STR Binny,14,3,0,0,0,0,17,0,0,0,0,0,17
389_JH Kallis,0,0,0,0,0,1,-2,0,0,0,0,0,-2
389_R Dravid,17,2,0,0,0,0,19,0,0,0,0,0,19
389_MS Bisla,1,0,0,0,0,0,1,0,0,0,0,0,1
389_B Lee,5,1,0,0,0,0,6,1,0,0,0,25,31
389_EJG Morgan,51,6,3,1,0,0,71,0,0,0,0,0,71
389_SR Watson,5,1,0,0,0,0,6,0,0,0,0,0,6
389_AM Rahane,36,4,1,0,0,0,42,0,0,0,0,0,42
389_R Shukla,0,0,0,0,0,0,0,2,0,0,0,50,50
389_KK Cooper,0,0,0,0,0,1,-2,3,0,0,0,75,73
389_MK Tiwary,14,1,0,0,0,0,15,0,0,0,0,0,15
389_SP Narine,2,0,0,0,0,0,2,2,0,0,0,50,52
389_Mohammed Shami,5,0,0,0,0,0,5,0,0,0,0,0,5
390_MG Johnson,0,0,0,0,0,0,0,2,0,0,0,50,50
390_BMAJ Mendis,0,0,0,0,0,1,-2,0,0,0,0,0,-2
390_KA Pollard,13,2,1,0,0,0,17,2,0,0,0,50,67
390_UBT Chand,0,0,0,0,0,1,-2,0,0,0,0,0,-2
390_PP Ojha,0,0,0,0,0,0,0,2,0,0,0,50,50
390_MC Juneja,49,6,0,0,0,0,55,0,0,0,0,0,55
390_KM Jadhav,1,0,0,0,0,0,1,0,0,0,0,0,1
390_UT Yadav,5,1,0,0,0,0,6,0,0,0,0,0,6
390_KD Karthik,86,16,2,1,0,0,114,0,0,0,0,0,114
390_S Nadeem,2,0,0,0,0,0,2,0,0,0,0,0,2
390_RT Ponting,0,0,0,0,0,1,-2,0,0,0,0,0,-2
390_AT Rayudu,24,4,2,0,0,0,32,0,0,0,0,0,32
390_A Nehra,1,0,0,0,0,0,1,2,0,0,0,50,51
390_DPMD Jayawardene,3,0,0,0,0,0,3,0,0,0,0,0,3
390_DA Warner,61,9,4,1,0,0,86,0,0,0,0,0,86
390_SL Malinga,0,0,0,0,0,0,0,1,0,0,0,25,25
390_Harbhajan Singh,1,0,0,0,0,0,1,1,0,0,0,25,26
390_RG Sharma,74,9,5,1,0,0,101,0,0,0,0,0,101
390_SR Tendulkar,1,0,0,0,0,0,1,0,0,0,0,0,1
390_M Morkel,23,4,1,0,0,0,29,1,0,0,0,25,54
390_IK Pathan,10,0,0,0,0,0,10,1,0,0,1,33,43
391_M Vohra,16,3,0,0,0,0,19,0,0,0,0,0,19
391_R Sathish,8,1,0,0,0,0,9,0,0,0,0,0,9
391_AS Rajpoot,0,0,0,0,0,0,0,0,0,0,0,0,0
391_RA Jadeja,0,0,0,0,0,0,0,1,0,0,0,25,25
391_DJ Bravo,0,0,0,0,0,0,0,3,0,0,0,75,75
391_R Ashwin,0,0,0,0,0,0,0,1,0,0,0,25,25
391_P Awana,1,0,0,0,0,0,1,0,0,0,0,0,1
391_Azhar Mahmood,8,0,0,0,0,0,8,0,0,0,0,0,8
391_Mandeep Singh,9,1,0,0,0,0,10,0,0,0,0,0,10
391_M Vijay,50,4,1,1,0,0,64,0,0,0,0,0,64
391_P Kumar,3,0,0,0,0,0,3,0,0,0,0,0,3
391_CH Morris,0,0,0,0,0,0,0,2,0,0,0,50,50
391_MEK Hussey,86,13,2,1,0,0,111,0,0,0,0,0,111
391_PP Chawla,4,1,0,0,0,0,5,0,0,0,0,0,5
391_AC Gilchrist,9,2,0,0,0,0,11,0,0,0,0,0,11
391_RJ Harris,0,0,0,0,0,1,-2,0,0,0,0,0,-2
391_DJ Hussey,41,5,1,0,0,0,48,0,0,0,0,0,48
391_DP Nannes,0,0,0,0,0,0,0,2,0,0,0,50,50
391_Gurkeerat Singh,31,3,0,0,0,0,34,0,0,0,0,0,34
392_RP Singh,0,0,0,0,0,0,0,3,0,0,0,75,75
392_R McLaren,2,0,0,0,0,0,2,1,0,0,0,25,27
392_V Kohli,35,6,2,0,0,0,45,0,0,0,0,0,45
392_R Bhatia,13,2,0,0,0,0,15,0,0,0,0,0,15
392_MS Bisla,1,0,0,0,0,0,1,0,0,0,0,0,1
392_MC Henriques,0,0,0,0,0,0,0,2,0,0,0,50,50
392_M Muralitharan,0,0,0,0,0,0,0,0,0,0,0,0,0
392_MK Tiwary,23,2,0,0,0,0,25,0,0,0,0,0,25
392_EJG Morgan,2,0,0,0,0,0,2,0,0,0,0,0,2
392_JD Unadkat,0,0,0,0,0,0,0,0,0,0,0,0,0
392_YK Pathan,27,4,1,0,0,0,33,0,0,0,0,0,33
392_MA Agarwal,6,1,0,0,0,0,7,0,0,0,0,0,7
392_JH Kallis,16,2,0,0,0,0,18,0,0,0,1,8,26
392_R Vinay Kumar,0,0,0,0,0,0,0,2,0,0,0,50,50
392_G Gambhir,59,8,1,1,0,0,77,0,0,0,0,0,77
392_L Balaji,0,0,0,0,0,0,0,1,0,0,0,25,25
392_AB de Villiers,22,3,1,0,0,0,27,0,0,0,0,0,27
392_SP Narine,1,0,0,0,0,0,1,0,0,0,0,0,1
392_CH Gayle,85,13,9,1,0,0,124,0,0,0,0,0,124
392_PJ Sangwan,4,1,0,0,0,0,5,0,0,0,0,0,5
393_BJ Hodge,22,3,0,0,0,0,25,0,0,0,0,0,25
393_AM Rahane,30,3,0,0,0,0,33,0,0,0,0,0,33
393_Harmeet Singh (2),0,0,0,0,0,0,0,1,0,0,0,25,25
393_R Dravid,54,8,0,1,0,0,70,0,0,0,0,0,70
393_AD Mathews,1,0,0,0,0,0,1,0,0,0,0,0,1
393_Yuvraj Singh,28,4,2,0,0,0,36,2,0,0,0,50,86
393_AB Dinda,0,0,0,0,0,0,0,0,0,0,0,0,0
393_S Sreesanth,0,0,0,0,0,0,0,0,0,0,0,0,0
393_MDKJ Perera,0,0,0,0,0,1,-2,0,0,0,0,0,-2
393_KK Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0
393_RV Uthappa,32,5,2,0,0,0,41,0,0,0,0,0,41
393_DH Yagnik,12,2,0,0,0,0,14,0,0,0,0,0,14
393_STR Binny,1,0,0,0,0,0,1,0,0,0,0,0,1
393_JP Faulkner,19,2,1,0,0,0,23,2,0,0,0,50,73
393_LRPL Taylor,17,1,1,0,0,0,20,0,0,0,0,0,20
393_B Kumar,0,0,0,0,0,0,0,1,0,0,0,25,25
393_R Sharma,0,0,0,0,0,0,0,2,0,0,0,50,50
393_MR Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0
393_AJ Finch,64,9,3,1,0,0,87,0,0,0,0,0,87
393_SK Trivedi,0,0,0,0,0,0,0,0,0,0,0,0,0
394_GH Vihari,17,1,1,0,0,0,20,0,0,0,0,0,20
394_A Mishra,16,2,0,0,0,0,18,1,0,0,0,25,43
394_MC Juneja,15,0,0,0,0,0,15,0,0,0,0,0,15
394_KM Jadhav,30,3,2,0,0,0,37,0,0,0,0,0,37
394_Anand Rajan,0,0,0,0,0,0,0,1,0,0,0,25,25
394_CL White,4,0,0,0,0,0,4,0,0,0,0,0,4
394_J Botha,9,1,0,0,0,0,10,1,0,0,0,25,35
394_UT Yadav,6,1,0,0,0,0,7,0,0,0,0,0,7
394_S Nadeem,0,0,0,0,0,1,-2,2,0,0,0,50,48
394_PA Patel,19,4,0,0,0,0,23,0,0,0,0,0,23
394_DPMD Jayawardene,12,2,1,0,0,0,16,0,0,0,0,0,16
394_DA Warner,0,0,0,0,0,1,-2,0,0,0,0,0,-2
394_A Ashish Reddy,16,2,0,0,0,0,18,0,0,0,0,0,18
394_PA Reddy,1,0,0,0,0,0,1,0,0,0,0,0,1
394_S Kaul,0,0,0,0,0,0,0,0,0,0,1,8,8
394_I Sharma,0,0,0,0,0,0,0,2,0,0,0,50,50
394_NLTC Perera,2,0,0,0,0,0,2,2,0,0,0,50,52
394_DW Steyn,9,1,0,0,0,0,10,2,0,0,1,58,68
394_KC Sangakkara,28,4,0,0,0,0,32,0,0,0,0,0,32
394_V Sehwag,12,2,0,0,0,0,14,0,0,0,0,0,14
394_M Morkel,0,0,0,0,0,1,-2,2,0,0,0,50,48
394_IK Pathan,23,1,0,0,0,0,24,1,0,0,0,25,49
395_MG Johnson,0,0,0,0,0,0,0,3,0,0,0,75,75
395_KA Pollard,19,2,1,0,0,0,23,1,0,0,0,25,48
395_PP Ojha,0,0,0,0,0,0,0,1,0,0,0,25,25
395_MR Marsh,38,4,2,0,0,0,46,1,0,0,0,25,71
395_R Sharma,10,1,0,0,0,0,11,0,0,0,0,0,11
395_AJ Finch,0,0,0,0,0,1,-2,1,0,0,0,25,23
395_Yuvraj Singh,24,3,2,0,0,0,31,1,0,0,0,25,56
395_KD Karthik,41,5,1,0,0,0,48,0,0,0,0,0,48
395_B Kumar,6,0,0,0,0,0,6,0,0,0,0,0,6
395_RT Ponting,14,2,0,0,0,0,16,0,0,0,0,0,16
395_AD Mathews,19,1,1,0,0,0,22,0,0,0,0,0,22
395_AB Dinda,0,0,0,0,0,0,0,0,0,0,0,0,0
395_RV Uthappa,7,1,0,0,0,0,8,0,0,0,0,0,8
395_SL Malinga,0,0,0,0,0,0,0,1,0,0,0,25,25
395_TL Suman,23,5,0,0,0,0,28,0,0,0,0,0,28
395_AM Nayar,6,0,0,0,0,0,6,0,0,0,0,0,6
395_Harbhajan Singh,0,0,0,0,0,0,0,1,0,0,0,25,25
395_RG Sharma,62,8,5,1,0,0,88,0,0,0,0,0,88
395_LRPL Taylor,4,1,0,0,0,0,5,0,0,0,0,0,5
395_SR Tendulkar,44,8,1,0,0,0,54,0,0,0,0,0,54
395_R Dhawan,0,0,0,0,0,0,0,0,0,0,0,0,0
396_R Ashwin,0,0,0,0,0,0,0,1,0,0,0,25,25
396_M Kartik,0,0,0,0,0,0,0,0,0,0,0,0,0
396_J Syed Mohammad,0,0,0,0,0,0,0,2,0,0,0,50,50
396_MS Dhoni,33,3,2,0,0,0,40,0,0,0,0,0,40
396_DJ Bravo,8,1,1,0,0,0,11,1,0,0,0,25,36
396_V Kohli,58,4,2,1,0,0,74,0,0,0,0,0,74
396_M Vijay,2,0,0,0,0,0,2,0,0,0,0,0,2
396_MEK Hussey,6,0,0,0,0,0,6,0,0,0,0,0,6
396_MA Agarwal,24,3,1,0,0,0,29,0,0,0,0,0,29
396_S Badrinath,34,4,0,0,0,0,38,0,0,0,0,0,38
396_MM Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0
396_CH Gayle,4,1,0,0,0,0,5,0,0,0,0,0,5
396_RP Singh,0,0,0,0,0,0,0,0,0,0,0,0,0
396_SK Raina,30,5,0,0,0,0,35,0,0,0,0,0,35
396_DT Christian,2,0,0,0,0,0,2,0,0,0,0,0,2
396_AB de Villiers,64,9,1,1,0,0,83,0,0,0,0,0,83
396_DP Nannes,0,0,0,0,0,0,0,1,0,0,0,25,25
396_RA Jadeja,38,4,1,0,0,0,44,0,0,0,0,0,44
396_CH Morris,7,0,0,0,0,0,7,3,0,0,0,75,82
396_KB Arun Karthik,5,0,0,0,0,0,5,0,0,0,0,0,5
396_R Vinay Kumar,0,0,0,0,0,0,0,1,0,0,0,25,25
396_R Rampaul,0,0,0,0,0,1,-2,3,0,0,0,75,73
397_GH Vihari,1,0,0,0,0,0,1,0,0,0,0,0,1
397_NLTC Perera,36,3,1,0,0,0,41,0,0,0,0,0,41
397_A Mishra,1,0,0,0,0,0,1,0,0,0,0,0,1
397_SMSM Senanayake,0,0,0,0,0,0,0,1,0,0,0,25,25
397_R Bhatia,0,0,0,0,0,0,0,2,0,0,0,50,50
397_DW Steyn,0,0,0,0,0,0,0,0,0,0,0,0,0
397_MS Bisla,28,5,0,0,0,0,33,0,0,0,0,0,33
397_KV Sharma,5,0,0,0,0,0,5,1,0,0,0,25,30
397_EJG Morgan,47,8,3,0,0,0,61,0,0,0,0,0,61
397_KC Sangakkara,2,0,0,0,0,0,2,0,0,0,0,0,2
397_A Ashish Reddy,4,0,0,0,0,0,4,1,0,0,0,25,29
397_YK Pathan,3,0,0,0,0,0,3,0,0,0,0,0,3
397_DB Ravi Teja,10,0,0,0,0,0,10,0,0,0,0,0,10
397_JH Kallis,41,6,0,0,0,0,47,3,0,0,0,75,122
397_G Gambhir,53,7,1,1,0,0,70,0,0,0,0,0,70
397_L Balaji,0,0,0,0,0,0,0,0,0,0,0,0,0
397_CL White,34,4,1,0,0,0,40,0,0,0,0,0,40
397_SP Narine,0,0,0,0,0,0,0,1,0,0,0,25,25
397_PA Patel,27,3,1,0,0,0,32,0,0,0,0,0,32
397_I Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0
398_BJ Hodge,15,2,0,0,0,0,17,0,0,0,0,0,17
398_S Sreesanth,0,0,0,0,0,0,0,2,0,0,1,58,58
398_PP Chawla,7,0,0,0,0,0,7,1,0,0,0,25,32
398_Mandeep Singh,2,0,0,0,0,0,2,0,0,0,0,0,2
398_SK Trivedi,0,0,0,0,0,0,0,2,0,0,0,50,50
398_M Vohra,3,0,0,0,0,0,3,0,0,0,0,0,3
398_A Chandila,0,0,0,0,0,0,0,0,0,0,0,0,0
398_STR Binny,0,0,0,0,0,1,-2,0,0,0,0,0,-2
398_JP Faulkner,0,0,0,0,0,0,0,2,0,0,0,50,50
398_DJ Hussey,41,5,1,0,0,0,48,0,0,0,0,0,48
398_Gurkeerat Singh,10,1,0,0,0,0,11,0,0,0,0,0,11
398_R Sathish,11,2,0,0,0,0,13,0,0,0,0,0,13
398_SV Samson,27,3,0,0,0,0,30,0,0,0,0,0,30
398_R Dravid,9,2,0,0,0,0,11,0,0,0,0,0,11
398_P Kumar,15,3,1,0,0,0,20,2,0,0,1,58,78
398_SR Watson,32,7,0,0,0,0,39,0,0,0,0,0,39
398_AM Rahane,34,3,0,0,0,0,37,0,0,0,0,0,37
398_P Awana,0,0,0,0,0,1,-2,1,0,0,0,25,23
398_Azhar Mahmood,23,3,0,0,0,0,26,0,0,0,0,0,26
398_KK Cooper,0,0,0,0,0,0,0,2,0,0,0,50,50
398_AC Gilchrist,0,0,0,0,0,1,-2,0,0,0,0,0,-2
398_RJ Harris,2,0,0,0,0,0,2,0,0,0,0,0,2
399_R Ashwin,11,2,0,0,0,0,13,0,0,0,0,0,13
399_SPD Smith,39,6,3,0,0,0,51,0,0,0,0,0,51
399_MS Dhoni,10,0,0,0,0,0,10,0,0,0,0,0,10
399_MR Marsh,2,0,0,0,0,0,2,2,0,0,0,50,52
399_R Sharma,0,0,0,0,0,0,0,1,0,0,0,25,25
399_AJ Finch,67,12,2,1,0,0,91,0,0,0,0,0,91
399_DJ Bravo,1,0,0,0,0,0,1,2,0,0,0,50,51
399_M Vijay,24,3,1,0,0,0,29,0,0,0,0,0,29
399_S Anirudha,0,0,0,0,0,1,-2,0,0,0,0,0,-2
399_S Badrinath,34,4,0,0,0,0,38,0,0,0,0,0,38
399_MK Pandey,9,1,0,0,0,0,10,0,0,0,0,0,10
399_B Kumar,0,0,0,0,0,0,0,2,0,0,1,58,58
399_SK Raina,8,1,0,0,0,0,9,0,0,0,0,0,9
399_AB Dinda,0,0,0,0,0,0,0,2,0,0,0,50,50
399_RV Uthappa,26,2,0,0,0,0,28,0,0,0,0,0,28
399_JA Morkel,13,1,1,0,0,0,16,0,0,0,0,0,16
399_DP Nannes,0,0,0,0,0,0,0,0,0,0,0,0,0
399_AM Nayar,0,0,0,0,0,1,-2,1,0,0,0,25,23
399_RA Jadeja,27,2,1,0,0,0,31,1,0,0,0,25,56
399_CH Morris,5,0,0,0,0,0,5,2,0,0,0,50,55
399_LRPL Taylor,8,0,0,0,0,0,8,0,0,0,0,0,8
400_MS Gony,42,7,3,0,0,0,55,1,0,0,0,25,80
400_R Bhatia,16,2,2,0,0,0,22,0,0,0,0,0,22
400_PP Chawla,11,2,0,0,0,0,13,0,0,0,0,0,13
400_YK Pathan,13,2,0,0,0,0,15,0,0,0,0,0,15
